id,name,surname,researchfield,university,age
15648,Victoria J. N.,Horvat-Hill,Human Resources,Politecnico di Milano,25
15649,Thomas,Horvat-Flores,IT System Development,Autonomous University of Barcelona,29
15650,Giulia R. D.,Horvat-Green,Construction,Duke University,49
15651,Richard X. K.,Horvat-Adams,Construction,National and Kapodistrian University of Athens,49
15652,Sandra T. Z.,Horvat-Nelson,IT Management,University of Bologna,47
15653,James H. H.,Horvat-Baker,Advertising & Marketing,University of Oslo,50
15654,Anthony M. N.,Horvat-Hall,Business Products & Services,PSL University,47
15655,Nancy Q. R.,Horvat-Rivera,Business Products & Services,University of Porto,26
15656,Donna,Horvat-Campbell,Retail,Harvard University,28
15657,Elizabeth X. U.,Horvat-Mitchell,Software,"University of California, San Diego",54
15658,Mary S. L.,Horvat-Carter,IT Management,Stanford University,24
15659,Richard,Horvat-Roberts,Human Resources,Carnegie Mellon University,45
15660,Ronald A. H.,Horvat-Phillips,Government Services,University of Barcelona,37
15661,Emily,Horvat-Evans,Software,University of Bologna,31
15662,John,Horvat-Turner,Engineering,University of British Columbia,36
15663,Donald,Horvat-Diaz,Education,University of Warsaw,38
15664,Christopher O. J.,Horvat-Parker,Health,KTH Royal Institute of Technology,52
15665,Marco T. Q.,Horvat-Cruz,Energy,Massachusetts Institute of Technology,46
15666,Luca J. R.,Horvat-Edwards,Software,Ghent University,24
15667,Ashley K. N.,Horvat-Collins,Advertising & Marketing,"University of California, Los Angeles",27
15668,Grace X. E.,Horvat-Reyes,Government Services,University of Oslo,39
15669,Anthony P. H.,Horvat-Stewart,IT Services,Yale University,37
15670,Lea A. P.,Horvat-Morris,Software,University of Manchester,41
15671,Susan G. K.,Horvat-Morales,Energy,PSL University,40
15672,Zoe A. G.,Horvat-Murphy,Retail,Princeton University,48
15673,Sandra S. C.,Horvat-Cook,Government Services,University of Toronto,25
15674,Michelle,Horvat-Rogers,Software,Jagiellonian University,47
15675,Giannis B. F.,Horvat-Gutierrez,Manufacturing,Complutense University of Madrid,49
15676,Irene R. G.,Horvat-Ortiz,Business Products & Services,Eindhoven University of Technology,31
15677,Joseph S. J.,Horvat-Morgan,Government Services,London School of Economics and Political Science,46
15678,Margaret J. Z.,Horvat-Cooper,Health,Delft University of Technology,49
15679,Robert H. D.,Horvat-Peterson,Construction,LMU Munich,33
15680,Barbara,Horvat-Bailey,Real Estate,University of Valencia,35
15681,Leon P. E.,Horvat-Reed,IT Management,University of Vienna,28
15682,Patricia,Horvat-Kelly,Advertising & Marketing,University of Bologna,26
15683,Kevin S. R.,Horvat-Howard,Human Resources,Leiden University,50
15684,Donna,Horvat-Ramos,Human Resources,Autonomous University of Barcelona,52
15685,Donald,Horvat-Kim,Business Products & Services,University College Dublin,45
15686,Edward N. G.,Horvat-Cox,Construction,University of Lisbon,50
15687,Oliver L. C.,Horvat-Ward,Government Services,Delft University of Technology,32
15688,Kimberly,Horvat-Richardson,Food & Beverage,University of Warsaw,36
15689,George W. Q.,Horvat-Watson,Government Services,University of Amsterdam,40
15690,Donna,Horvat-Brooks,Advertising & Marketing,University of Lisbon,50
15691,Jeffrey T. E.,Horvat-Chavez,Retail,Heidelberg University,33
15692,Marco X. X.,Horvat-Wood,IT System Development,Leiden University,29
15693,Michelle,Horvat-James,Advertising & Marketing,Autonomous University of Barcelona,43
15694,Sofia A. H.,Horvat-Bennett,Construction,UCL (University College London),48
15695,Robert E. G.,Horvat-Gray,Logistics & Transportation,University of Geneva,43
15696,Sandra R. K.,Horvat-Mendoza,Financial Services,California Institute of Technology,32
15697,David,Horvat-Ruiz,Engineering,Sapienza University of Rome,30
15698,Richard L. S.,Horvat-Hughes,Business Products & Services,Carnegie Mellon University,24
15699,Sofia P. B.,Horvat-Price,Retail,University of Chicago,50
15700,Ashley,Horvat-Rossi,Health,University of British Columbia,36
15701,Elena M. S.,Horvat-Russo,Insurance,University of Copenhagen,32
15702,Matthew,Horvat-Ferrari,Advertising & Marketing,University of Chicago,43
15703,Mark,Horvat-Bianchi,Real Estate,University of Toronto,27
15704,Isabella O. O.,Horvat-Romano,Health,University of Bristol,31
15705,Zoe B. Y.,Horvat-Esposito,Advertising & Marketing,University of Pennsylvania,28
15706,Margaret K. M.,Horvat-Greco,Food & Beverage,Columbia University,42
15707,Ava L. J.,Horvat-Conti,Education,Jagiellonian University,33
15708,Betty,Horvat-DeLuca,Health,Université Paris-Saclay,52
15709,Betty,Horvat-Costa,Food & Beverage,University College Dublin,36
15710,Amelia N. Q.,Horvat-Silva,Real Estate,University of Barcelona,32
15711,Charles,Horvat-Santos,IT Management,Northwestern University,47
15712,Steven,Horvat-Ferreira,Logistics & Transportation,Sorbonne University,33
15713,James,Horvat-Pereira,Construction,University of Geneva,42
15714,Ava O. E.,Horvat-Oliveira,Human Resources,UCL (University College London),41
15715,Betty,Horvat-Muller,Logistics & Transportation,University of Warwick,37
15716,Jacob Y. R.,Horvat-Schmidt,Consumer Products & Services,Stanford University,37
15717,David E. T.,Horvat-Schneider,Telecommunications,University of Patras,37
15718,Giulia J. X.,Horvat-Fischer,Software,École Polytechnique,47
15719,Charles,Horvat-Weber,Health,Uppsala University,37
15720,Aria P. Z.,Horvat-Dubois,Retail,ETH Zurich,42
15721,Mary,Horvat-Moreau,Construction,Northwestern University,42
15722,Noah L. P.,Horvat-Lefevre,Business Products & Services,University of Copenhagen,24
15723,Thomas Q. A.,Horvat-Laurent,Consumer Products & Services,Massachusetts Institute of Technology,43
15724,Timothy K. Y.,Horvat-Leroy,Security,The University of Texas at Austin,30
15725,Nikolai I. J.,Horvat-Bernard,Food & Beverage,University of Chicago,39
15726,Ryan M. O.,Horvat-Petit,Software,Carnegie Mellon University,49
15727,Hannah I. G.,Horvat-Durand,Advertising & Marketing,University of Vienna,37
15728,Anthony I. G.,Horvat-Nowak,Business Products & Services,University of Barcelona,49
15729,Richard,Horvat-Kowalski,Health,University of Geneva,49
15730,Emily T. V.,Horvat-Novak,Health,Technical University of Munich,50
15731,Lily O. C.,Horvat-Popescu,Construction,University College Dublin,35
15732,Alexander Z. K.,Horvat-Ionescu,Food & Beverage,University of Warwick,51
15733,Alexander B. V.,Horvat-Papadopoulos,Construction,Leiden University,33
15734,Karen O. Z.,Horvat-Georgiou,Advertising & Marketing,Leiden University,28
15735,Joshua,Horvat-Nikolaou,Human Resources,ETH Zurich,53
15736,Kimberly N. F.,Horvat-Kostas,Health,University of Toronto,31
15737,Hannah O. S.,Horvat-Andriou,Logistics & Transportation,Yale University,44
15738,David,Horvat-Vasileiou,Advertising & Marketing,Carnegie Mellon University,39
15739,Emily,Popescu-Smith,Software,Carnegie Mellon University,25
15740,Linda N. P.,Popescu-Johnson,Construction,KU Leuven,25
15741,Robert,Popescu-Williams,Manufacturing,Eindhoven University of Technology,38
15742,Giannis J. A.,Popescu-Brown,Software,Ghent University,32
15743,Lily G. Z.,Popescu-Jones,IT System Development,Harvard University,49
15744,Charles D. T.,Popescu-Garcia,Logistics & Transportation,University of Oxford,45
15745,Michelle K. S.,Popescu-Miller,Manufacturing,LMU Munich,51
15746,Irene H. D.,Popescu-Davis,Advertising & Marketing,University of Bologna,44
15747,Matthew,Popescu-Rodriguez,Human Resources,Columbia University,53
15748,William,Popescu-Martinez,Advertising & Marketing,Yale University,24
15749,Maria F. T.,Popescu-Hernandez,Advertising & Marketing,Stanford University,33
15750,Michael,Popescu-Lopez,IT Management,University of Glasgow,47
15751,Susan K. Y.,Popescu-Gonzalez,Environmental Services,Imperial College London,28
15752,Robert E. Q.,Popescu-Wilson,IT Management,University of Lisbon,27
15753,Jacob G. E.,Popescu-Anderson,Retail,LMU Munich,52
15754,Margaret,Popescu-Thomas,Real Estate,University of Amsterdam,29
15755,Lisa O. D.,Popescu-Taylor,IT System Development,"University of California, Los Angeles",49
15756,Matthew I. E.,Popescu-Moore,Consumer Products & Services,University of Helsinki,49
15757,Sarah S. S.,Popescu-Jackson,Retail,Yale University,42
15758,Mark N. R.,Popescu-Martin,Software,University of Oslo,41
15759,Mary,Popescu-Lee,Consumer Products & Services,Aristotle University of Thessaloniki,33
15760,Mateo H. R.,Popescu-Perez,Advertising & Marketing,École Polytechnique,35
15761,Margaret,Popescu-Thompson,Financial Services,Columbia University,34
15762,Jeffrey L. U.,Popescu-White,Real Estate,University of Chicago,39
15763,Daniel V. R.,Popescu-Harris,Advertising & Marketing,RWTH Aachen University,51
15764,Joshua,Popescu-Sanchez,Business Products & Services,Carnegie Mellon University,35
15765,Aria E. N.,Popescu-Clark,Software,Sorbonne University,26
15766,Maria P. M.,Popescu-Ramirez,Retail,University of Amsterdam,30
15767,Anthony C. U.,Popescu-Lewis,Consumer Products & Services,University of Helsinki,28
15768,Jason H. B.,Popescu-Robinson,Financial Services,KU Leuven,29
15769,Sarah,Popescu-Walker,Financial Services,University of Barcelona,46
15770,Victoria J. Q.,Popescu-Young,Business Products & Services,University of Oslo,39
15771,Steven,Popescu-Allen,Construction,Carnegie Mellon University,48
15772,Leon P. V.,Popescu-King,Business Products & Services,University of Warwick,33
15773,Anna H. B.,Popescu-Wright,Consumer Products & Services,University of Toronto,26
15774,Mateo R. N.,Popescu-Scott,Business Products & Services,Northwestern University,52
15775,Donald,Popescu-Torres,Telecommunications,Technical University of Munich,31
15776,Brian T. E.,Popescu-Nguyen,Consumer Products & Services,University of Porto,36
15777,Zoe U. T.,Popescu-Hill,Insurance,Aarhus University,47
15778,Betty,Popescu-Flores,Advertising & Marketing,"University of California, Berkeley",51
15779,Zoe I. H.,Popescu-Green,Real Estate,Uppsala University,44
15780,Mason A. F.,Popescu-Adams,Consumer Products & Services,University of Michigan,53
15781,Lily J. K.,Popescu-Nelson,Business Products & Services,KTH Royal Institute of Technology,38
15782,Lucas Y. F.,Popescu-Baker,IT Management,University of Zurich,30
15783,Timothy C. G.,Popescu-Hall,Financial Services,Eindhoven University of Technology,24
15784,Sophia Q. C.,Popescu-Rivera,Health,Complutense University of Madrid,31
15785,Emily,Popescu-Campbell,Business Products & Services,University of Bristol,28
15786,Jason E. R.,Popescu-Mitchell,Software,Aarhus University,29
15787,Jennifer,Popescu-Carter,Business Products & Services,Massachusetts Institute of Technology,36
15788,Donald S. Q.,Popescu-Roberts,Construction,Ghent University,49
15789,Susan U. T.,Popescu-Phillips,Logistics & Transportation,University College Dublin,52
15790,Robert,Popescu-Evans,Consumer Products & Services,Politecnico di Milano,48
15791,Mason T. R.,Popescu-Turner,Manufacturing,University of Warsaw,51
15792,Michelle,Popescu-Diaz,Health,KTH Royal Institute of Technology,48
15793,Nancy,Popescu-Parker,Business Products & Services,RWTH Aachen University,27
15794,Nancy T. I.,Popescu-Cruz,Manufacturing,Stanford University,48
15795,David,Popescu-Edwards,Energy,University of Manchester,25
15796,Thomas M. P.,Popescu-Collins,Advertising & Marketing,University of British Columbia,41
15797,Daniel,Popescu-Reyes,Energy,University of Patras,52
15798,Andrew,Popescu-Stewart,Construction,University of Oxford,53
15799,Paul W. J.,Popescu-Morris,Business Products & Services,Stockholm University,43
15800,Matthew,Popescu-Morales,Business Products & Services,Complutense University of Madrid,41
15801,Giannis N. N.,Popescu-Murphy,Construction,Politecnico di Milano,43
15802,Nora V. H.,Popescu-Cook,Consumer Products & Services,Northwestern University,30
15803,Patricia O. M.,Popescu-Rogers,Business Products & Services,Stanford University,36
15804,Camila G. H.,Popescu-Gutierrez,IT Management,Université Paris-Saclay,42
15805,Elizabeth E. U.,Popescu-Ortiz,Advertising & Marketing,University of Warsaw,38
15806,Mateo U. N.,Popescu-Morgan,Security,University of Chicago,28
15807,Jessica S. A.,Popescu-Cooper,Retail,Humboldt University of Berlin,26
15808,Joseph Q. H.,Popescu-Peterson,Consumer Products & Services,Aristotle University of Thessaloniki,35
15809,Hugo X. E.,Popescu-Bailey,Advertising & Marketing,University of Edinburgh,48
15810,Sofia P. N.,Popescu-Reed,Software,Université Paris-Saclay,30
15811,Hugo N. L.,Popescu-Kelly,Retail,EPFL (École Polytechnique Fédérale de Lausanne),48
15812,Lily F. Z.,Popescu-Howard,Logistics & Transportation,Massachusetts Institute of Technology,26
15813,Betty,Popescu-Ramos,Telecommunications,University of Bologna,33
15814,Margaret,Popescu-Kim,Government Services,École Polytechnique,26
15815,Andreas P. D.,Popescu-Cox,Software,Uppsala University,42
15816,Richard,Popescu-Ward,Financial Services,ETH Zurich,52
15817,Amelia Z. Z.,Popescu-Richardson,Telecommunications,Aarhus University,49
15818,Donald W. O.,Popescu-Watson,Construction,Cornell University,43
15819,Isabella Q. D.,Popescu-Brooks,Consumer Products & Services,Yale University,54
15820,Karen F. M.,Popescu-Chavez,Consumer Products & Services,Ghent University,47
15821,Karen L. R.,Popescu-Wood,Software,RWTH Aachen University,29
15822,Chloe M. I.,Popescu-James,Software,University of Geneva,44
15823,Elijah M. O.,Popescu-Bennett,Government Services,Massachusetts Institute of Technology,43
15824,Michelle,Popescu-Gray,Government Services,EPFL (École Polytechnique Fédérale de Lausanne),44
15825,Donna E. Q.,Popescu-Mendoza,Business Products & Services,Delft University of Technology,36
15826,Paul,Popescu-Ruiz,Software,University of Cambridge,24
15827,Noah N. U.,Popescu-Hughes,Retail,McGill University,30
15828,Lucas Y. E.,Popescu-Price,Energy,"University of California, Los Angeles",37
15829,Andrew C. J.,Popescu-Rossi,Advertising & Marketing,Autonomous University of Barcelona,32
15830,Emily W. M.,Popescu-Russo,Advertising & Marketing,University College Dublin,32
15831,Anthony X. V.,Popescu-Ferrari,Advertising & Marketing,University of Michigan,32
15832,Paul,Popescu-Bianchi,Government Services,University of Patras,53
15833,Betty,Popescu-Romano,Human Resources,University of Warwick,28
15834,Joseph,Popescu-Esposito,Retail,École Polytechnique,27
15835,Irene N. J.,Popescu-Greco,Telecommunications,Technical University of Munich,34
15836,James D. H.,Popescu-Conti,Advertising & Marketing,École Polytechnique,26
15837,Joshua,Popescu-DeLuca,Software,Massachusetts Institute of Technology,32
15838,Susan,Popescu-Costa,Consumer Products & Services,University of Warwick,44
15839,Donna O. Z.,Popescu-Silva,Real Estate,Charles University,42
15840,Christopher S. L.,Popescu-Santos,Health,LMU Munich,38
15841,Charles V. P.,Popescu-Ferreira,Computer Hardware,Stockholm University,29
15842,Michael,Popescu-Pereira,Financial Services,University of Oslo,37
15843,Betty X. W.,Popescu-Oliveira,Construction,Heidelberg University,35
15844,John,Popescu-Muller,Travel & Hospitality,University College Dublin,30
15845,Eleni W. J.,Popescu-Schmidt,Software,University of Patras,36
15846,Maria P. C.,Popescu-Schneider,Environmental Services,University of Copenhagen,40
15847,Richard,Popescu-Fischer,Health,University of Toronto,37
15848,Donna O. S.,Popescu-Weber,Consumer Products & Services,University of Barcelona,28
15849,Hugo P. B.,Popescu-Dubois,Construction,KU Leuven,50
15850,Aria Q. W.,Popescu-Moreau,Advertising & Marketing,University of Michigan,51
15851,Betty O. A.,Popescu-Lefevre,Health,University of Valencia,35
15852,Emma P. A.,Popescu-Laurent,IT Management,Stockholm University,33
15853,Jennifer S. E.,Popescu-Leroy,Financial Services,University of Warwick,24
15854,Emily J. I.,Popescu-Bernard,Real Estate,Charles University,53
15855,Daniel S. N.,Popescu-Petit,Software,University of Zurich,33
15856,Isabella B. U.,Popescu-Durand,Telecommunications,Heidelberg University,32
15857,Andrew,Popescu-Nowak,Construction,ETH Zurich,38
15858,Thomas,Popescu-Kowalski,Health,California Institute of Technology,44
15859,Daniel,Popescu-Novak,IT Management,University of Bristol,54
15860,Andreas S. K.,Popescu-Horvat,Manufacturing,Uppsala University,54
15861,Karen I. W.,Popescu-Ionescu,Retail,Carnegie Mellon University,52
15862,Zoe P. W.,Popescu-Papadopoulos,Insurance,University of Chicago,37
15863,Giannis V. R.,Popescu-Georgiou,IT System Development,Eindhoven University of Technology,47
15864,Ashley,Popescu-Nikolaou,Business Products & Services,University of Oxford,44
15865,Nikolai Q. L.,Popescu-Kostas,Logistics & Transportation,University of Zurich,26
15866,Betty E. V.,Popescu-Andriou,Retail,Aarhus University,32
15867,Daniel,Popescu-Vasileiou,Software,UCL (University College London),29
15868,Chloe B. L.,Ionescu-Smith,IT System Development,University of Edinburgh,37
15869,Mary,Ionescu-Johnson,Consumer Products & Services,Complutense University of Madrid,24
15870,Lisa,Ionescu-Williams,Engineering,Carnegie Mellon University,42
15871,Sarah C. V.,Ionescu-Brown,Retail,Johns Hopkins University,29
15872,Giulia D. N.,Ionescu-Jones,Telecommunications,PSL University,54
15873,George O. N.,Ionescu-Garcia,IT Management,University College Dublin,47
15874,Theo R. Q.,Ionescu-Miller,Human Resources,University of Manchester,49
15875,Timothy V. E.,Ionescu-Davis,Construction,University of Edinburgh,30
15876,Susan Q. Y.,Ionescu-Rodriguez,Health,University of Manchester,40
15877,Elizabeth,Ionescu-Martinez,Business Products & Services,University of Warwick,39
15878,Steven Q. P.,Ionescu-Hernandez,Manufacturing,EPFL (École Polytechnique Fédérale de Lausanne),54
15879,Michael N. H.,Ionescu-Lopez,Government Services,McGill University,48
15880,Ryan U. I.,Ionescu-Gonzalez,Energy,National and Kapodistrian University of Athens,47
15881,James,Ionescu-Wilson,Real Estate,University of Warsaw,27
15882,Susan,Ionescu-Anderson,Financial Services,University of Oxford,25
15883,Richard E. W.,Ionescu-Thomas,Construction,California Institute of Technology,40
15884,David K. E.,Ionescu-Taylor,Manufacturing,University of Oxford,36
15885,Marco D. V.,Ionescu-Moore,Software,Aarhus University,27
15886,Ronald S. X.,Ionescu-Jackson,Health,Autonomous University of Barcelona,33
15887,Oliver V. P.,Ionescu-Martin,Software,Yale University,45
15888,Donald A. Y.,Ionescu-Lee,IT Services,"University of California, San Diego",27
15889,Donna D. V.,Ionescu-Perez,Financial Services,University of Amsterdam,30
15890,Jennifer,Ionescu-Thompson,IT Management,Technical University of Munich,30
15891,Linda D. Z.,Ionescu-White,Software,University of Glasgow,50
15892,Andrew S. C.,Ionescu-Harris,Human Resources,Politecnico di Milano,43
15893,Daniel,Ionescu-Sanchez,Consumer Products & Services,Cornell University,50
15894,Noemi K. U.,Ionescu-Clark,IT Management,ETH Zurich,34
15895,Linda,Ionescu-Ramirez,Construction,Princeton University,54
15896,Daniel Y. W.,Ionescu-Lewis,Business Products & Services,Trinity College Dublin,31
15897,Anthony F. Q.,Ionescu-Robinson,Consumer Products & Services,University of Bristol,27
15898,John,Ionescu-Walker,Construction,University of Lisbon,28
15899,Hannah M. K.,Ionescu-Young,Business Products & Services,KTH Royal Institute of Technology,28
15900,Ethan X. B.,Ionescu-Allen,IT Management,Stanford University,49
15901,James Z. O.,Ionescu-King,Human Resources,University of Copenhagen,31
15902,Mateo C. P.,Ionescu-Wright,Logistics & Transportation,University of Patras,24
15903,Kevin Y. R.,Ionescu-Scott,Human Resources,Complutense University of Madrid,47
15904,William,Ionescu-Torres,IT Services,Trinity College Dublin,30
15905,Karen B. A.,Ionescu-Nguyen,Business Products & Services,Duke University,27
15906,Nikolai O. N.,Ionescu-Hill,Security,University of Valencia,47
15907,Nora L. P.,Ionescu-Flores,Health,Stanford University,29
15908,Sophia I. U.,Ionescu-Green,Consumer Products & Services,University of Pennsylvania,35
15909,Steven P. W.,Ionescu-Adams,Business Products & Services,Yale University,32
15910,Anna I. Q.,Ionescu-Nelson,Government Services,University of Zurich,34
15911,Joseph G. G.,Ionescu-Baker,Business Products & Services,University of Lisbon,40
15912,William,Ionescu-Hall,Business Products & Services,University of Warwick,43
15913,Jessica H. X.,Ionescu-Rivera,Software,University of Zurich,41
15914,Henry Z. B.,Ionescu-Campbell,Manufacturing,University of Warwick,24
15915,Ashley W. S.,Ionescu-Mitchell,Business Products & Services,University of Pennsylvania,49
15916,Mark N. V.,Ionescu-Carter,Manufacturing,University of Lisbon,28
15917,John R. J.,Ionescu-Roberts,Health,University of British Columbia,52
15918,Kevin E. J.,Ionescu-Phillips,Software,École Polytechnique,38
15919,Michelle,Ionescu-Evans,Logistics & Transportation,Université Paris-Saclay,35
15920,Joseph,Ionescu-Turner,Engineering,McGill University,24
15921,Anthony L. Z.,Ionescu-Diaz,Health,Jagiellonian University,49
15922,Brian T. Y.,Ionescu-Parker,Consumer Products & Services,Humboldt University of Berlin,38
15923,Kimberly J. V.,Ionescu-Cruz,Software,Harvard University,46
15924,Kevin S. C.,Ionescu-Edwards,Advertising & Marketing,University of Barcelona,50
15925,Olivia N. O.,Ionescu-Collins,Advertising & Marketing,University of Oslo,44
15926,Mia Y. Q.,Ionescu-Reyes,Business Products & Services,University of Bristol,31
15927,Ryan Q. Z.,Ionescu-Stewart,Education,Leiden University,40
15928,Donna X. M.,Ionescu-Morris,Advertising & Marketing,Harvard University,25
15929,Anthony V. I.,Ionescu-Morales,Retail,Autonomous University of Barcelona,44
15930,Joshua Z. R.,Ionescu-Murphy,Health,Johns Hopkins University,32
15931,Betty,Ionescu-Cook,IT Services,The University of Texas at Austin,37
15932,James A. W.,Ionescu-Rogers,Consumer Products & Services,Leiden University,43
15933,Kimberly V. Y.,Ionescu-Gutierrez,Advertising & Marketing,Stanford University,52
15934,George F. N.,Ionescu-Ortiz,Real Estate,Aristotle University of Thessaloniki,37
15935,Susan Y. P.,Ionescu-Morgan,Food & Beverage,Aristotle University of Thessaloniki,38
15936,Kimberly,Ionescu-Cooper,Software,Stanford University,46
15937,Lisa X. S.,Ionescu-Peterson,Human Resources,Columbia University,41
15938,James,Ionescu-Bailey,Software,University of Manchester,35
15939,Barbara,Ionescu-Reed,Business Products & Services,Northwestern University,41
15940,Theo H. L.,Ionescu-Kelly,Food & Beverage,Humboldt University of Berlin,42
15941,Michael,Ionescu-Howard,IT Management,University of Michigan,52
15942,Kimberly,Ionescu-Ramos,Human Resources,Duke University,43
15943,Jessica A. Q.,Ionescu-Kim,Food & Beverage,Complutense University of Madrid,34
15944,Brian I. L.,Ionescu-Cox,Construction,University of Patras,37
15945,Henry V. H.,Ionescu-Ward,Logistics & Transportation,University of Warwick,39
15946,Giannis Q. M.,Ionescu-Richardson,Consumer Products & Services,University of Oxford,36
15947,Lisa,Ionescu-Watson,Health,Humboldt University of Berlin,32
15948,Theo K. O.,Ionescu-Brooks,Consumer Products & Services,Trinity College Dublin,39
15949,Steven,Ionescu-Chavez,Consumer Products & Services,The University of Texas at Austin,29
15950,Amelia T. I.,Ionescu-Wood,Financial Services,"University of California, San Diego",45
15951,Linda,Ionescu-James,Human Resources,Technical University of Munich,33
15952,Ashley J. M.,Ionescu-Bennett,Health,University of Warwick,41
15953,Jason K. Z.,Ionescu-Gray,Human Resources,École Polytechnique,24
15954,Robert,Ionescu-Mendoza,Food & Beverage,KTH Royal Institute of Technology,25
15955,Benjamin H. Z.,Ionescu-Ruiz,Advertising & Marketing,Humboldt University of Berlin,45
15956,Betty M. G.,Ionescu-Hughes,Advertising & Marketing,Stockholm University,48
15957,Leon N. D.,Ionescu-Price,Logistics & Transportation,University of Vienna,36
15958,Nancy C. R.,Ionescu-Rossi,Construction,University College Dublin,48
15959,Theo V. W.,Ionescu-Russo,Advertising & Marketing,UCL (University College London),36
15960,Donna,Ionescu-Ferrari,Real Estate,Cornell University,27
15961,Ashley,Ionescu-Bianchi,IT Management,Harvard University,35
15962,Lisa,Ionescu-Romano,Construction,Georgia Institute of Technology,39
15963,Matthew R. J.,Ionescu-Esposito,Real Estate,Massachusetts Institute of Technology,25
15964,Patricia,Ionescu-Greco,IT Services,University of Zurich,46
15965,Susan,Ionescu-Conti,Government Services,National and Kapodistrian University of Athens,42
15966,Ella S. J.,Ionescu-DeLuca,Business Products & Services,University of Helsinki,43
15967,Jennifer,Ionescu-Costa,Construction,University of Copenhagen,32
15968,Liam V. S.,Ionescu-Silva,Health,Columbia University,41
15969,Charles U. X.,Ionescu-Santos,Manufacturing,University of Lisbon,27
15970,Ava U. O.,Ionescu-Ferreira,Software,"University of California, Berkeley",48
15971,Noemi A. K.,Ionescu-Pereira,Logistics & Transportation,University of Bristol,52
15972,Matthew K. X.,Ionescu-Oliveira,Logistics & Transportation,University of Lisbon,32
15973,Andreas U. X.,Ionescu-Muller,Real Estate,Sapienza University of Rome,41
15974,Michael,Ionescu-Schmidt,Telecommunications,Georgia Institute of Technology,40
15975,Linda L. F.,Ionescu-Schneider,Financial Services,Cornell University,33
15976,Elizabeth K. J.,Ionescu-Fischer,Retail,Delft University of Technology,28
15977,Alexander U. O.,Ionescu-Weber,IT Management,Johns Hopkins University,32
15978,Ethan U. E.,Ionescu-Dubois,Real Estate,University of Manchester,45
15979,Margaret L. M.,Ionescu-Moreau,Advertising & Marketing,University of Lisbon,45
15980,Paul,Ionescu-Lefevre,Health,Duke University,31
15981,Ronald Q. Z.,Ionescu-Laurent,Advertising & Marketing,Stockholm University,24
15982,Lucas A. F.,Ionescu-Leroy,Logistics & Transportation,University of Patras,51
15983,Barbara,Ionescu-Bernard,Construction,Uppsala University,34
15984,Benjamin G. Z.,Ionescu-Petit,Advertising & Marketing,Aristotle University of Thessaloniki,44
15985,Lisa,Ionescu-Durand,Health,Technical University of Munich,45
15986,Timothy I. D.,Ionescu-Nowak,Construction,Carnegie Mellon University,35
15987,Mia J. Q.,Ionescu-Kowalski,Advertising & Marketing,Eindhoven University of Technology,44
15988,Kimberly I. F.,Ionescu-Novak,Logistics & Transportation,University of Michigan,46
15989,Jeffrey V. A.,Ionescu-Horvat,Real Estate,Uppsala University,25
15990,Elizabeth,Ionescu-Popescu,Business Products & Services,University of Warsaw,39
15991,Hugo X. O.,Ionescu-Papadopoulos,Food & Beverage,University of Cambridge,52
15992,Olivia A. E.,Ionescu-Georgiou,IT Services,Yale University,26
15993,Donna I. T.,Ionescu-Nikolaou,Advertising & Marketing,Leiden University,43
15994,Andrew B. C.,Ionescu-Kostas,Government Services,Aarhus University,31
15995,Christopher,Ionescu-Andriou,Software,Université Paris-Saclay,49
15996,Joshua G. K.,Ionescu-Vasileiou,Manufacturing,University of Manchester,41
15997,Brian U. B.,Papadopoulos-Smith,Real Estate,University of Toronto,37
15998,Joseph P. W.,Papadopoulos-Johnson,Advertising & Marketing,University of Edinburgh,31
15999,Ella Q. L.,Papadopoulos-Williams,Manufacturing,Humboldt University of Berlin,37
16000,Ryan Z. L.,Papadopoulos-Brown,Retail,Stockholm University,47
16001,Oskar H. L.,Papadopoulos-Jones,IT Management,California Institute of Technology,54
16002,Irene B. O.,Papadopoulos-Garcia,Advertising & Marketing,University College Dublin,50
16003,Noemi G. O.,Papadopoulos-Miller,Energy,"University of California, Berkeley",32
16004,Donald K. Y.,Papadopoulos-Davis,Business Products & Services,"University of California, San Diego",44
16005,Betty N. W.,Papadopoulos-Rodriguez,Construction,University of Warsaw,37
16006,Evelyn C. R.,Papadopoulos-Martinez,Retail,EPFL (École Polytechnique Fédérale de Lausanne),30
16007,Sandra M. V.,Papadopoulos-Hernandez,Business Products & Services,University of Michigan,44
16008,Susan,Papadopoulos-Lopez,Software,University of Oxford,31
16009,Anthony H. Y.,Papadopoulos-Gonzalez,Insurance,Charles University,50
16010,Brian H. Y.,Papadopoulos-Wilson,Software,Jagiellonian University,27
16011,Charles G. X.,Papadopoulos-Anderson,Construction,University of Helsinki,40
16012,Nikolai V. F.,Papadopoulos-Thomas,Financial Services,University of Toronto,43
16013,Ashley,Papadopoulos-Taylor,IT System Development,Politecnico di Milano,54
16014,Jacob A. S.,Papadopoulos-Moore,Consumer Products & Services,University of Bristol,53
16015,Jeffrey A. U.,Papadopoulos-Jackson,Logistics & Transportation,University of Cambridge,50
16016,Andrew,Papadopoulos-Martin,Energy,Harvard University,45
16017,Maria U. J.,Papadopoulos-Lee,IT Services,University of Chicago,50
16018,Irene C. L.,Papadopoulos-Perez,Consumer Products & Services,University of Amsterdam,29
16019,Susan K. P.,Papadopoulos-Thompson,Advertising & Marketing,University of Warsaw,27
