id,name,surname,researchfield,university,age
3789,Diana,Robinson,Business Products & Services,University of Warsaw,32
3790,Penelope,Muller,Construction,Uppsala University,33
3791,Hugo,Anderson,Software,Lund University,35
3792,Alice,Mitchell,Business Products & Services,University of Geneva,31
3793,Stephen,Gonzalez,Business Products & Services,Charles University,20
3794,Victor,Miller,Advertising & Marketing,KTH Royal Institute of Technology,29
3795,Matthew,Scott,Business Products & Services,University of Strasbourg,26
3796,Penelope,Wright,Health,National and Kapodistrian University of Athens,24
3797,Robert,Allen,IT Management,National and Kapodistrian University of Athens,26
3798,Thomas,Carter,Human Resources,Lund University,30
3799,Arthur,Dubois,Financial Services,Aarhus University,35
3800,Emily,White,Engineering,University of Patras,22
3801,Andrew,Jones,Construction,KTH Royal Institute of Technology,30
3802,Andreas,Young,Real Estate,University of Ljubljana,21
3803,Jason,Robinson,IT Management,Aristotle University of Thessaloniki,19
3804,Laura,Nielsen,Business Products & Services,University of Patras,33
3805,Roxanne,Hernandez,IT Management,Imperial College London,26
3806,Nikos,Nielsen,Advertising & Marketing,University of Cambridge,26
3807,Sofia,White,IT Management,University of Amsterdam,23
3808,Diana,Horvath,Manufacturing,Sciences Po,28
3809,Daniel,Anderson,Software,Pompeu Fabra University,39
3810,Harris,Lewis,Consumer Products & Services,Trinity College Dublin,39
3811,Angelina,Nielsen,Food & Beverage,Aalto University,18
3812,Victor,Brown,IT Management,University of Patras,21
3813,Ivy,Sanchez,Business Products & Services,University of Warsaw,30
3814,Leo,Jackson,Construction,University of Amsterdam,40
3815,Paul,Martin,Advertising & Marketing,National and Kapodistrian University of Athens,30
3816,Olivia,Rossi,Engineering,University of Cambridge,30
3817,Robert,Smith,Environmental Services,University of Barcelona,19
3818,Joseph,Gonzalez,Health,University of Barcelona,26
3819,Michael,Clark,IT Management,Utrecht University,25
3820,Robert,Mitchell,Real Estate,University of Porto,24
3821,Martin,Sanchez,Health,Aristotle University of Thessaloniki,21
3822,Diana,Baker,Consumer Products & Services,University of Geneva,35
3823,James,Anderson,Food & Beverage,Aristotle University of Thessaloniki,20
3824,Noah,White,Telecommunications,Utrecht University,23
3825,Nikos,Gonzalez,Government Services,University College London,29
3826,Andrew,Wright,Engineering,University of Patras,29
3827,Stephen,Gonzalez,Health,University of Belgrade,38
3828,Spyros,Carter,Construction,National and Kapodistrian University of Athens,25
3829,Diana,Green,Advertising & Marketing,Tel Aviv University,39
3830,Thomas,Hernandez,Consumer Products & Services,Chalmers University of Technology,39
3831,Christina,Bianchi,Travel & Hospitality,National and Kapodistrian University of Athens,18
3832,Jack,Hernandez,Business Products & Services,University of Warsaw,21
3833,Maya,Carter,Health,National and Kapodistrian University of Athens,38
3834,Liam,Carter,Real Estate,Technion – Israel Institute of Technology,28
3835,Stephen,Garcia,Retail,Ghent University,20
3836,Stella,Lopez,Retail,University of Strasbourg,30
3837,Victoria,Dubois,Insurance,National and Kapodistrian University of Athens,34
3838,Roman,Brown,Human Resources,University of Tartu,39
3839,Laura,Schmidt,Logistics & Transportation,National and Kapodistrian University of Athens,39
3840,Michael,Hernandez,Health,Technical University of Munich,27
3841,Mark,Scott,Human Resources,National and Kapodistrian University of Athens,38
3842,Roman,King,Financial Services,Utrecht University,29
3843,Lucy,Lopez,Financial Services,Sciences Po,32
3844,Athena,Jackson,Logistics & Transportation,University of Copenhagen,38
3845,Olivia,Robinson,Advertising & Marketing,University of Patras,27
3846,Roxanne,Hall,Government Services,The University of Manchester,31
3847,Marta,Novak,Advertising & Marketing,National and Kapodistrian University of Athens,30
3848,Alice,Smith,Business Products & Services,University of Copenhagen,22
3849,James,Lee,Construction,Jagiellonian University,23
3850,Lucy,Thompson,Business Products & Services,Aristotle University of Thessaloniki,19
3851,Eleni,Moore,Real Estate,University of Porto,39
3852,Stephen,Anderson,Software,Aarhus University,34
3853,Stella,Lopez,Logistics & Transportation,University of Barcelona,21
3854,Anna,Johnson,Government Services,University of Copenhagen,31
3855,Joseph,Johnson,IT System Development,Charles University,27
3856,Angelina,Bianchi,Real Estate,The University of Edinburgh,20
3857,Noah,Bianchi,Media,University of Geneva,20
3858,Robert,Muller,Insurance,University of Strasbourg,32
3859,Hugo,Perez,Manufacturing,National and Kapodistrian University of Athens,23
3860,Penelope,Miller,Software,University College Dublin,34
3861,Hugo,Lewis,Advertising & Marketing,Aristotle University of Thessaloniki,29
3862,Michael,Allen,Real Estate,University College London,39
3863,John,Nielsen,Software,University of Patras,37
3864,Liam,Anderson,Food & Beverage,Aristotle University of Thessaloniki,28
3865,Eva,Young,Construction,National and Kapodistrian University of Athens,21
3866,Peter,Rossi,Insurance,Delft University of Technology,23
3867,Olivia,Robinson,Health,University College London,18
3868,Eleni,Baker,Food & Beverage,University College London,37
3869,Penelope,Taylor,Consumer Products & Services,University College London,40
3870,Helen,Carter,Real Estate,EPFL,33
3871,John,Young,Advertising & Marketing,National and Kapodistrian University of Athens,32
3872,Catherine,Muller,Advertising & Marketing,University of Strasbourg,34
3873,Gregory,Gonzalez,Advertising & Marketing,University of Patras,25
3874,Jack,Davis,Health,University of Patras,29
3875,Peter,White,Government Services,University of Patras,39
3876,Anthony,Allen,IT Services,Charles University,38
3877,Anthony,White,Energy,Ludwig Maximilian University of Munich,27
3878,Arthur,Hernandez,Food & Beverage,National and Kapodistrian University of Athens,32
3879,Olivia,Horvath,Business Products & Services,Trinity College Dublin,26
3880,Anthony,Carter,Advertising & Marketing,Jagiellonian University,19
3881,Richard,Allen,Government Services,KU Leuven,22
3882,Penelope,Lopez,Health,Uppsala University,23
3883,Laura,Taylor,Consumer Products & Services,Imperial College London,24
3884,Georgia,Nelson,Business Products & Services,University of Bern,38
3885,Alexandra,Martinez,Computer Hardware,University of Patras,18
3886,Rebecca,Gonzalez,Real Estate,National and Kapodistrian University of Athens,40
3887,Maya,Johnson,Software,National and Kapodistrian University of Athens,24
3888,Penelope,Garcia,Business Products & Services,University of Porto,37
3889,Alice,Brown,IT Management,University of Ljubljana,29
3890,Maria,Gonzalez,IT Management,Pompeu Fabra University,33
3891,Arthur,Baker,Human Resources,Aristotle University of Thessaloniki,33
3892,Olivia,Sanchez,Business Products & Services,Aristotle University of Thessaloniki,28
3893,Mark,Lewis,Education,Delft University of Technology,38
3894,Martin,Anderson,Advertising & Marketing,KU Leuven,21
3895,David,Gonzalez,Logistics & Transportation,University of Cambridge,30
3896,Olivia,Dubois,IT System Development,University of Copenhagen,24
3897,Evelyn,Robinson,IT Management,Aristotle University of Thessaloniki,21
3898,Peter,Baker,Government Services,University of Patras,32
3899,Angelina,Johnson,Financial Services,Aarhus University,36
3900,William,Rossi,Government Services,Aarhus University,26
3901,Peter,Hall,Financial Services,Aristotle University of Thessaloniki,28
3902,Maria,Bianchi,Software,University of Copenhagen,25
3903,Lucas,Gonzalez,IT Management,University of Barcelona,18
3904,Andreas,Walker,Advertising & Marketing,Uppsala University,40
3905,David,Thomas,IT Management,University of Cambridge,25
3906,Leah,Gonzalez,Advertising & Marketing,University of Strasbourg,30
3907,Philip,Mitchell,Health,Utrecht University,39
3908,Sofia,Muller,Real Estate,Sapienza University of Rome,21
3909,Leah,Williams,IT Management,University of Patras,25
3910,Andreas,Bianchi,Advertising & Marketing,University of Patras,20
3911,Max,Lopez,Real Estate,Tel Aviv University,26
3912,Sara,Gonzalez,Government Services,Aristotle University of Thessaloniki,19
3913,Leah,Adams,Software,Utrecht University,19
3914,Benjamin,Muller,Travel & Hospitality,Eindhoven University of Technology,30
3915,Arthur,Adams,Manufacturing,Aristotle University of Thessaloniki,32
3916,Hugo,Williams,Logistics & Transportation,Aristotle University of Thessaloniki,40
3917,Sofia,King,Construction,University of Warsaw,29
3918,David,Brown,Government Services,University of Patras,21
3919,Philip,Dubois,IT Management,National and Kapodistrian University of Athens,25
3920,Philip,Horvath,Human Resources,Aristotle University of Thessaloniki,26
3921,Ivy,Horvath,Energy,University of Vienna,40
3922,Paula,Martinez,Food & Beverage,National and Kapodistrian University of Athens,22
3923,Anthony,Wright,Government Services,Uppsala University,37
3924,Catherine,Jones,Financial Services,Uppsala University,35
3925,Arthur,Jones,Logistics & Transportation,University of Strasbourg,28
3926,Lucy,Martinez,Human Resources,National and Kapodistrian University of Athens,32
3927,Andreas,Anderson,Business Products & Services,University of Zurich,39
3928,Roman,Davis,Software,University of Zurich,26
3929,David,Scott,Health,National and Kapodistrian University of Athens,34
3930,Victoria,Taylor,IT Management,University of Cambridge,29
3931,Isabella,Horvath,Food & Beverage,University of Lisbon,24
3932,Thomas,Jackson,Business Products & Services,University of Helsinki,27
3933,Olivia,Miller,Software,University of Amsterdam,27
3934,Henry,Muller,Insurance,University of Tartu,30
3935,Vasilis,Lewis,Software,National and Kapodistrian University of Athens,36
3936,Paul,Clark,Consumer Products & Services,University of Belgrade,28
3937,Victor,Harris,Health,Stockholm University,30
3938,Richard,Miller,Consumer Products & Services,Uppsala University,38
3939,Robert,Perez,Health,University College Dublin,25
3940,Zoe,Harris,Advertising & Marketing,Ghent University,25
3941,Catherine,Muller,Business Products & Services,Aristotle University of Thessaloniki,21
3942,Philip,Jones,Construction,Delft University of Technology,32
3943,Leo,Wright,Energy,University of Amsterdam,28
3944,Sara,Walker,IT Services,Delft University of Technology,28
3945,Veronica,Green,Advertising & Marketing,Delft University of Technology,18
3946,Leah,Brown,Software,University of Oslo,34
3947,Christos,Scott,Computer Hardware,The University of Manchester,32
3948,Andrew,Perez,Human Resources,Delft University of Technology,37
3949,Paul,Bianchi,Software,National and Kapodistrian University of Athens,23
3950,David,Walker,Food & Beverage,University of Barcelona,39
3951,Jack,Novak,Education,Utrecht University,32
3952,Laura,Anderson,Human Resources,Trinity College Dublin,26
3953,Jasmine,Baker,IT Management,University College London,31
3954,Georgia,Miller,Software,National and Kapodistrian University of Athens,35
3955,Penelope,Moore,Consumer Products & Services,Politecnico di Milano,34
3956,Stella,Young,Software,Aristotle University of Thessaloniki,35
3957,Arthur,Taylor,Retail,University of Vienna,22
3958,Laura,Garcia,Construction,University of Patras,37
3959,Ivy,Muller,Business Products & Services,Aarhus University,37
3960,Veronica,Thompson,Advertising & Marketing,Pompeu Fabra University,26
3961,Marina,Martin,Consumer Products & Services,Ludwig Maximilian University of Munich,28
3962,Leah,Jackson,Financial Services,Utrecht University,39
3963,Peter,Brown,Software,Imperial College London,18
3964,David,Bianchi,Manufacturing,Stockholm University,35
3965,Lucas,Kowalski,Computer Hardware,University of Oxford,23
3966,Peter,Baker,Real Estate,The University of Edinburgh,19
3967,Spyros,Johnson,Manufacturing,Aristotle University of Thessaloniki,32
3968,Maria,Brown,Business Products & Services,Jagiellonian University,38
3969,Paula,Bianchi,IT Management,Technical University of Munich,31
3970,Alexandra,Novak,Telecommunications,University of Belgrade,22
3971,Roman,Martin,Construction,University of Barcelona,23
3972,Peter,Sanchez,Software,The University of Manchester,23
3973,Maya,Williams,IT Management,University of Patras,39
3974,Ivy,Williams,IT System Development,Aarhus University,35
3975,Noah,Martin,Advertising & Marketing,KTH Royal Institute of Technology,31
3976,William,Muller,Advertising & Marketing,Aristotle University of Thessaloniki,27
3977,Diana,Martin,Consumer Products & Services,University of Barcelona,31
3978,Olivia,Anderson,Manufacturing,University of Copenhagen,30
3979,Lucas,Martinez,Construction,Aristotle University of Thessaloniki,20
3980,Julia,King,Software,Ghent University,23
3981,Sara,Gonzalez,Financial Services,National and Kapodistrian University of Athens,25
3982,Lydia,Gonzalez,IT Management,University of Patras,29
3983,Vasilis,Robinson,Health,Technical University of Munich,30
3984,William,Muller,Logistics & Transportation,Charles University,28
3985,Leah,Rossi,IT Management,Lund University,29
3986,Maria,Lombardi,Business Products & Services,University of Oslo,18
3987,Bianca,Walker,Advertising & Marketing,Trinity College Dublin,34
3988,Elisa,Johnson,Advertising & Marketing,University of Ljubljana,33
3989,Catherine,King,Advertising & Marketing,Aarhus University,28
3990,Eva,Muller,Real Estate,University of Bern,30
3991,Georgia,Lopez,Financial Services,Sapienza University of Rome,35
3992,Nicole,Wright,IT System Development,University of Warsaw,28
3993,Elisa,Johnson,Health,University of Patras,29
3994,Noah,Lombardi,Education,Imperial College London,23
3995,Victor,Horvath,Software,University of Warsaw,26
3996,Sara,Novak,Energy,University of Patras,33
3997,Nadia,Perez,Health,Tel Aviv University,21
3998,Arthur,Baker,Health,Ghent University,20
3999,Philip,Jones,Health,Eindhoven University of Technology,33
4000,Elisa,Williams,Software,National and Kapodistrian University of Athens,29
4001,Nadia,Hernandez,Business Products & Services,Eindhoven University of Technology,28
4002,Roman,Nelson,Real Estate,National and Kapodistrian University of Athens,22
4003,Christopher,Williams,Software,University of Patras,35
4004,Diana,Moore,Business Products & Services,Aristotle University of Thessaloniki,36
4005,Roxanne,Martin,Business Products & Services,The University of Manchester,40
4006,Hugo,Nelson,Manufacturing,Uppsala University,40
4007,Olivia,Wright,Software,Uppsala University,23
4008,Joseph,Smith,Financial Services,The University of Edinburgh,39
4009,Angelina,Clark,Advertising & Marketing,Sciences Po,35
4010,Leo,Novak,Construction,University of Strasbourg,23
4011,Georgia,Miller,Human Resources,University College London,21
4012,Paula,Nelson,Insurance,Ludwig Maximilian University of Munich,29
4013,Alex,Lewis,Financial Services,Aristotle University of Thessaloniki,36
4014,Noah,King,IT Management,University of Copenhagen,19
4015,Samuel,Taylor,Government Services,University of Vienna,34
4016,Alice,Walker,Business Products & Services,University of Amsterdam,28
4017,Sofia,Moore,Human Resources,National and Kapodistrian University of Athens,28
4018,Helen,Anderson,Health,University of Copenhagen,38
4019,Noah,Green,Business Products & Services,EPFL,33
4020,James,Smith,Government Services,University of Tartu,19
4021,Richard,Rossi,Advertising & Marketing,KU Leuven,19
4022,Peter,Schmidt,Software,Politecnico di Milano,40
4023,Penelope,Mitchell,Retail,University of Geneva,25
4024,Nadia,Lopez,Financial Services,Tel Aviv University,30
4025,Penelope,White,IT Management,Ghent University,27
4026,Sofia,Baker,Advertising & Marketing,Delft University of Technology,25
4027,Joseph,Lewis,Business Products & Services,Politecnico di Milano,21
4028,Mark,King,IT Management,University of Oslo,32
4029,Athena,Robinson,Business Products & Services,National and Kapodistrian University of Athens,18
4030,Anna,Taylor,Consumer Products & Services,The University of Manchester,28
4031,Christina,Hernandez,Logistics & Transportation,Sapienza University of Rome,24
4032,Veronica,Muller,Energy,University of Porto,34
4033,Peter,Carter,Government Services,University College Dublin,37
4034,Eva,Thompson,Manufacturing,University of Amsterdam,35
4035,Theodora,Harris,Financial Services,Sapienza University of Rome,39
4036,Stella,Hernandez,IT Management,The University of Manchester,39
4037,Marta,Gonzalez,Education,University of Oxford,29
4038,Emily,Thompson,Retail,Technion – Israel Institute of Technology,26
4039,Jason,Walker,Health,Aristotle University of Thessaloniki,22
4040,Georgia,Garcia,Insurance,Stockholm University,27
4041,Matthew,Bianchi,Logistics & Transportation,University of Barcelona,21
4042,Adrian,Lopez,Financial Services,Jagiellonian University,22
4043,Dimitris,Young,Logistics & Transportation,Pompeu Fabra University,27
4044,Lucas,Johnson,Software,Aristotle University of Thessaloniki,28
4045,Sofia,Young,Logistics & Transportation,National and Kapodistrian University of Athens,38
4046,Evelyn,Carter,Business Products & Services,Sapienza University of Rome,27
4047,Arthur,Bianchi,IT Management,Eindhoven University of Technology,25
4048,Victoria,Lombardi,Computer Hardware,Aalto University,19
4049,Victoria,King,Financial Services,University of Amsterdam,40
4050,Philip,Nielsen,IT Management,National and Kapodistrian University of Athens,25
4051,Paula,Walker,Software,Aristotle University of Thessaloniki,33
4052,Anna,Moore,Education,National and Kapodistrian University of Athens,39
4053,Adrian,Thomas,Telecommunications,Tel Aviv University,22
4054,Dimitris,Garcia,Government Services,University of Ljubljana,20
4055,Isabella,Williams,Construction,Tel Aviv University,29
4056,Emily,Robinson,Business Products & Services,University College London,30
4057,Joseph,Davis,Advertising & Marketing,Ghent University,30
4058,Patricia,Schmidt,Human Resources,University College Dublin,27
4059,Nicole,Moore,Telecommunications,University of Cambridge,21
4060,Alice,Hernandez,Engineering,Lund University,26
4061,Angelina,Muller,Health,Ludwig Maximilian University of Munich,39
4062,Peter,Adams,Advertising & Marketing,The University of Edinburgh,40
4063,Georgia,Schmidt,Financial Services,Uppsala University,19
4064,Julia,Schmidt,Business Products & Services,Technion – Israel Institute of Technology,36
4065,Joseph,Lee,Construction,University of Zurich,18
4066,Claire,Novak,Manufacturing,Ludwig Maximilian University of Munich,24
4067,Victor,Kowalski,Consumer Products & Services,University of Barcelona,34
4068,Paul,Moore,Business Products & Services,University of Oxford,20
4069,Olivia,Nelson,Construction,University of Bern,37
4070,Mark,Lee,Logistics & Transportation,University of Ljubljana,37
4071,John,Lewis,Logistics & Transportation,National and Kapodistrian University of Athens,38
4072,Peter,Allen,Telecommunications,Sapienza University of Rome,20
4073,Victoria,Brown,Logistics & Transportation,University of Patras,20
4074,Theodora,Bianchi,Food & Beverage,University of Bern,34
4075,Alice,Rossi,Consumer Products & Services,National and Kapodistrian University of Athens,24
4076,Veronica,Martin,Human Resources,University of Patras,31
4077,Mark,Adams,Education,National and Kapodistrian University of Athens,34
4078,Harris,Thompson,Advertising & Marketing,University of Patras,35
4079,Timothy,Moore,Business Products & Services,University College London,30
4080,Angelina,King,Human Resources,University College Dublin,37
4081,Stella,Johnson,Construction,National and Kapodistrian University of Athens,37
4082,Jason,Lee,Advertising & Marketing,University of Patras,38
4083,Georgia,Smith,Human Resources,ETH Zurich,35
4084,Claire,Moore,IT Management,ETH Zurich,21
4085,Roxanne,Thomas,Real Estate,Leiden University,18
4086,Harris,Harris,Real Estate,University of Bern,35
4087,Mark,Moore,IT Management,Aristotle University of Thessaloniki,18
4088,Nadia,Wright,Human Resources,Aristotle University of Thessaloniki,30
4089,Athena,Dubois,Health,Technion – Israel Institute of Technology,37
4090,Jack,Robinson,Food & Beverage,University of Patras,37
4091,Jason,Dubois,Real Estate,Technical University of Munich,40
4092,Leo,Gonzalez,Food & Beverage,University of Zurich,27
4093,Leo,Allen,Financial Services,National and Kapodistrian University of Athens,28
4094,Marina,Walker,Construction,University of Patras,26
4095,Joseph,Carter,Government Services,University of Patras,26
4096,Natalie,Muller,IT Management,Aristotle University of Thessaloniki,22
4097,Nadia,Taylor,Business Products & Services,National and Kapodistrian University of Athens,18
4098,Natalie,Wright,Real Estate,University College Dublin,34
4099,Anthony,Sanchez,Construction,University of Patras,39
4100,Vasilis,Baker,Computer Hardware,Politecnico di Milano,19
4101,Lucy,Carter,Construction,University of Groningen,30
4102,James,Lopez,Health,University of Amsterdam,26
4103,Natalie,Lombardi,IT Management,University of Cambridge,21
4104,David,Jackson,Energy,Eindhoven University of Technology,22
4105,Zoe,Jones,Government Services,Leiden University,28
4106,Julia,Mitchell,IT Management,Trinity College Dublin,36
4107,Philip,Davis,Financial Services,University of Patras,38
4108,Jasmine,Smith,Human Resources,Aalto University,20
4109,Marina,Johnson,Manufacturing,Technion – Israel Institute of Technology,29
4110,Stephen,Mitchell,Software,Delft University of Technology,36
4111,Joseph,Brown,Human Resources,EPFL,36
4112,Peter,Smith,Consumer Products & Services,University College Dublin,30
4113,John,White,Consumer Products & Services,National and Kapodistrian University of Athens,24
4114,Nadia,Smith,IT System Development,University of Groningen,32
4115,George,Lee,Consumer Products & Services,University College London,40
4116,Arthur,Young,Financial Services,KTH Royal Institute of Technology,24
4117,William,Robinson,Real Estate,National and Kapodistrian University of Athens,25
4118,Arthur,Dubois,IT System Development,University of Bern,22
4119,Kostas,Adams,Advertising & Marketing,National and Kapodistrian University of Athens,38
4120,Nadia,Taylor,Software,Sapienza University of Rome,31
4121,Natalie,Davis,Health,Aristotle University of Thessaloniki,21
4122,Marina,Brown,Government Services,Ludwig Maximilian University of Munich,40
4123,Spyros,Lewis,Software,Tel Aviv University,27
4124,Laura,Moore,Manufacturing,Ghent University,37
4125,Peter,Bianchi,Construction,University of Patras,32
4126,Lucy,Hernandez,Retail,University of Belgrade,35
4127,Leah,Hall,Human Resources,Stockholm University,37
4128,Eva,Schmidt,Logistics & Transportation,Eindhoven University of Technology,30
4129,Lucas,Lewis,Consumer Products & Services,National and Kapodistrian University of Athens,25
4130,Claire,Jones,Consumer Products & Services,Sciences Po,26
4131,Isabella,White,Human Resources,University of Copenhagen,33
4132,Evelyn,Perez,Software,Pompeu Fabra University,36
4133,David,Bianchi,Advertising & Marketing,University of Cambridge,33
4134,Jason,Johnson,Retail,University of Bern,24
4135,Jason,Lee,Advertising & Marketing,University of Oxford,31
4136,Maya,Nielsen,Energy,University of Patras,31
4137,Irene,Williams,Advertising & Marketing,University of Lisbon,21
4138,Ivy,Garcia,Real Estate,Aristotle University of Thessaloniki,32
4139,Julia,Lee,Business Products & Services,Aarhus University,20
4140,Bianca,Anderson,IT Management,Stockholm University,22
4141,Ivy,Thompson,Software,Aristotle University of Thessaloniki,18
4142,Stephen,Allen,Construction,University of Patras,20
4143,Grace,Moore,Business Products & Services,University of Patras,32
4144,Laura,Garcia,Energy,University of Helsinki,25
4145,Marina,Rossi,Human Resources,Utrecht University,21
4146,Henry,Schmidt,Education,University of Groningen,19
4147,Lucy,Kowalski,Consumer Products & Services,Sciences Po,27
4148,Victor,Johnson,Software,University of Copenhagen,21
4149,Anthony,Sanchez,IT Services,ETH Zurich,20
4150,Maria,Thomas,Education,Aristotle University of Thessaloniki,19
4151,Jason,Smith,Business Products & Services,Sciences Po,34
4152,Olivia,Garcia,Manufacturing,University of Patras,40
4153,Elisa,Miller,Human Resources,Leiden University,38
4154,Alex,Dubois,Financial Services,University of Amsterdam,37
4155,Isabella,Jackson,Health,University of Zurich,40
4156,Lucy,Allen,Business Products & Services,Technical University of Munich,30
4157,David,Nelson,Real Estate,University of Patras,22
4158,Marta,Novak,Retail,Aristotle University of Thessaloniki,38
4159,Noah,Baker,Business Products & Services,University of Patras,26
4160,Evelyn,White,Real Estate,Eindhoven University of Technology,39
4161,Stella,White,Advertising & Marketing,University of Belgrade,23
4162,Patricia,Johnson,IT Management,KTH Royal Institute of Technology,22
4163,Nikoleta,Novak,Construction,Sciences Po,27
4164,Theodora,Adams,IT Management,National and Kapodistrian University of Athens,25
4165,Henry,Sanchez,Advertising & Marketing,University of Copenhagen,24
4166,Adrian,Jones,Manufacturing,University of Geneva,24
4167,Richard,Dubois,Business Products & Services,University of Lisbon,23
4168,Alice,Novak,Real Estate,Delft University of Technology,38
4169,Richard,Anderson,Consumer Products & Services,Technion – Israel Institute of Technology,37
4170,Victoria,Moore,Human Resources,National and Kapodistrian University of Athens,20
4171,Gregory,Jones,Education,University of Zurich,36
4172,Helen,Walker,IT Management,University of Amsterdam,39
4173,Claire,Kowalski,Software,University of Patras,32
4174,Veronica,Robinson,Advertising & Marketing,Ludwig Maximilian University of Munich,21
4175,Daniel,Johnson,IT Management,National and Kapodistrian University of Athens,29
4176,Noah,Williams,IT Management,University of Bern,23
4177,Christina,Wright,Energy,National and Kapodistrian University of Athens,36
4178,Gregory,Hall,Financial Services,Charles University,21
4179,Peter,Allen,Retail,Tel Aviv University,32
4180,Nicholas,Perez,Advertising & Marketing,Aristotle University of Thessaloniki,26
4181,William,Thomas,Energy,Aristotle University of Thessaloniki,22
4182,George,Smith,Telecommunications,University of Tartu,30
4183,Mark,Adams,Health,Aristotle University of Thessaloniki,40
4184,Evelyn,Williams,Computer Hardware,University of Patras,35
4185,Jason,Lombardi,Energy,National and Kapodistrian University of Athens,22
4186,Zoe,Jones,Retail,University of Tartu,33
4187,Andreas,Nielsen,Software,Charles University,36
4188,Arthur,White,Engineering,Aristotle University of Thessaloniki,31
4189,Claire,Horvath,Consumer Products & Services,Aristotle University of Thessaloniki,33
4190,Nicholas,Lopez,Business Products & Services,KU Leuven,32
4191,Max,Dubois,Travel & Hospitality,University College Dublin,39
4192,Jack,Sanchez,Advertising & Marketing,University of Zurich,21
4193,Anthony,Hernandez,Business Products & Services,University of Amsterdam,24
4194,Christos,White,Construction,Charles University,33
4195,Lucas,Johnson,Engineering,University of Amsterdam,39
4196,Eleni,Lombardi,Logistics & Transportation,Politecnico di Milano,38
4197,Michael,White,Insurance,University of Helsinki,39
4198,Vasilis,Hernandez,Advertising & Marketing,Stockholm University,38
4199,Diana,Jackson,Logistics & Transportation,Charles University,25
4200,Max,Novak,Human Resources,Charles University,34
4201,Andrew,Young,Food & Beverage,University of Patras,33
4202,Georgia,Smith,Consumer Products & Services,University of Porto,40
4203,Evelyn,Bianchi,Real Estate,University of Groningen,27
4204,Nikos,Williams,IT Management,University of Patras,27
4205,Lucas,Adams,Retail,The University of Manchester,19
4206,Alice,Hall,Software,National and Kapodistrian University of Athens,26
4207,Olivia,Baker,Manufacturing,Aristotle University of Thessaloniki,34
4208,Victoria,Novak,Consumer Products & Services,Delft University of Technology,28
4209,Eleni,Wright,Media,Aristotle University of Thessaloniki,27
4210,Anna,Martin,Software,University of Patras,39
4211,Helen,Horvath,Business Products & Services,Aristotle University of Thessaloniki,34
4212,Alexandra,Schmidt,IT Services,Technical University of Munich,21
4213,Maria,Brown,Software,University of Strasbourg,33
4214,Isabella,Lopez,Consumer Products & Services,National and Kapodistrian University of Athens,37
4215,Paula,Lewis,Software,University of Barcelona,32
4216,Isabella,Miller,Construction,National and Kapodistrian University of Athens,38
4217,Claire,Carter,Advertising & Marketing,Imperial College London,22
4218,Sofia,Lewis,Travel & Hospitality,University of Groningen,23
4219,Hugo,Allen,Health,University College London,34
4220,Jason,Sanchez,IT System Development,Delft University of Technology,18
4221,Irene,Green,Construction,KU Leuven,36
4222,Ivy,Taylor,Advertising & Marketing,Pompeu Fabra University,21
4223,Mark,Lewis,Manufacturing,National and Kapodistrian University of Athens,34
4224,Martin,Lombardi,Consumer Products & Services,University of Patras,26
4225,Vasilis,Lewis,Consumer Products & Services,Technical University of Munich,19
4226,Penelope,Dubois,Construction,ETH Zurich,25
4227,Peter,Baker,Business Products & Services,University of Groningen,32
4228,Claire,Green,Consumer Products & Services,University of Porto,24
4229,Philip,Anderson,Retail,University of Cambridge,23
4230,Natalie,Gonzalez,IT System Development,University of Patras,18
4231,Athena,Schmidt,Real Estate,University of Lisbon,32
4232,Patricia,Rossi,Business Products & Services,Delft University of Technology,40
4233,Peter,Clark,Software,Imperial College London,24
4234,Marina,Perez,Advertising & Marketing,University of Patras,34
4235,Noah,Thomas,Software,Chalmers University of Technology,19
4236,Sofia,Nelson,Construction,Aalto University,26
4237,Arthur,Walker,Software,Charles University,26
4238,Arthur,Lewis,Advertising & Marketing,University of Oxford,30
4239,Richard,Allen,Consumer Products & Services,Ludwig Maximilian University of Munich,23
4240,Nikos,Clark,Environmental Services,Trinity College Dublin,23
4241,Maria,Nielsen,Health,University of Patras,37
4242,Harris,Lopez,Advertising & Marketing,University of Helsinki,37
4243,Theodora,Anderson,Advertising & Marketing,University College London,38
4244,Rebecca,Kowalski,IT Management,University of Geneva,20
4245,Nadia,Muller,Logistics & Transportation,Imperial College London,34
4246,Christina,Wright,Consumer Products & Services,EPFL,34
4247,Patricia,Kowalski,Manufacturing,Aristotle University of Thessaloniki,29
4248,George,Green,Manufacturing,National and Kapodistrian University of Athens,33
4249,Penelope,Perez,Telecommunications,Utrecht University,32
4250,Chloe,Lewis,Construction,University of Bern,30
4251,Georgia,Hall,Logistics & Transportation,University of Zurich,40
4252,Alice,Miller,Advertising & Marketing,EPFL,18
4253,Elisa,Carter,Construction,National and Kapodistrian University of Athens,34
4254,Catherine,Thompson,Advertising & Marketing,Lund University,20
4255,Eleni,Martinez,Energy,University of Belgrade,32
4256,William,Harris,Software,University of Strasbourg,21
4257,Roxanne,Clark,Software,University of Zurich,21
4258,James,Bianchi,Business Products & Services,Aristotle University of Thessaloniki,35
4259,Matthew,Allen,Advertising & Marketing,University of Patras,34
4260,Katerina,Young,Human Resources,University of Porto,36
