id,name,surname,researchfield,university,age
44066,Linda,Johnson-Gray-Allen,Financial Services,University of Pennsylvania,37
44067,Ava Y. O.,Johnson-Gray-King,Advertising & Marketing,Sorbonne University,51
44068,Anthony T. X.,Johnson-Gray-Wright,Engineering,University of Vienna,49
44069,Donna,Johnson-Gray-Scott,IT System Development,McGill University,34
44070,Isabella T. Z.,Johnson-Gray-Torres,Real Estate,"University of California, San Diego",42
44071,Ronald O. D.,Johnson-Gray-Nguyen,Media,Delft University of Technology,32
44072,Nancy H. L.,Johnson-Gray-Hill,Construction,University of Bristol,39
44073,Thomas K. E.,Johnson-Gray-Flores,Manufacturing,Sorbonne University,42
44074,Ronald O. M.,Johnson-Gray-Green,Construction,Stockholm University,44
44075,Jason F. X.,Johnson-Gray-Adams,Health,University of Helsinki,27
44076,Linda Q. P.,Johnson-Gray-Nelson,Business Products & Services,University of Lisbon,35
44077,Susan,Johnson-Gray-Baker,IT System Development,Uppsala University,31
44078,Barbara Y. R.,Johnson-Gray-Hall,Real Estate,University College Dublin,53
44079,Michael X. G.,Johnson-Gray-Rivera,Advertising & Marketing,University of Chicago,43
44080,Andreas I. M.,Johnson-Gray-Campbell,Health,Trinity College Dublin,34
44081,Anna V. U.,Johnson-Gray-Mitchell,Business Products & Services,Delft University of Technology,51
44082,Thomas,Johnson-Gray-Carter,Software,Université Paris-Saclay,42
44083,Joseph,Johnson-Gray-Roberts,Software,Aristotle University of Thessaloniki,48
44084,Steven,Johnson-Gray-Phillips,Software,National and Kapodistrian University of Athens,45
44085,Maria G. K.,Johnson-Gray-Evans,Business Products & Services,Aristotle University of Thessaloniki,37
44086,Betty,Johnson-Gray-Turner,Government Services,University of Helsinki,52
44087,Ethan L. O.,Johnson-Gray-Diaz,Human Resources,Duke University,43
44088,Leon N. G.,Johnson-Gray-Parker,Human Resources,Georgia Institute of Technology,29
44089,Charlotte U. A.,Johnson-Gray-Cruz,Advertising & Marketing,Harvard University,36
44090,Donna E. R.,Johnson-Gray-Edwards,Computer Hardware,Jagiellonian University,30
44091,Mary,Johnson-Gray-Collins,Government Services,Charles University,49
44092,Linda,Johnson-Gray-Reyes,Real Estate,California Institute of Technology,48
44093,Thomas Z. V.,Johnson-Gray-Stewart,Logistics & Transportation,KU Leuven,44
44094,James J. M.,Johnson-Gray-Morris,Human Resources,EPFL (École Polytechnique Fédérale de Lausanne),36
44095,Barbara,Johnson-Gray-Morales,Engineering,University of Amsterdam,27
44096,Paul U. E.,Johnson-Gray-Murphy,Manufacturing,Leiden University,51
44097,Giannis P. Q.,Johnson-Gray-Cook,Financial Services,LMU Munich,27
44098,Joshua A. G.,Johnson-Gray-Rogers,IT Services,University of Warwick,35
44099,Emma H. I.,Johnson-Gray-Gutierrez,Construction,UCL (University College London),43
44100,Lea V. V.,Johnson-Gray-Ortiz,Business Products & Services,LMU Munich,26
44101,Kevin Z. A.,Johnson-Gray-Morgan,Business Products & Services,Leiden University,28
44102,Susan,Johnson-Gray-Cooper,Human Resources,University of Bologna,25
44103,Andrew,Johnson-Gray-Peterson,Consumer Products & Services,Charles University,45
44104,Ronald U. N.,Johnson-Gray-Bailey,Business Products & Services,Imperial College London,28
44105,Michael,Johnson-Gray-Reed,Health,The University of Texas at Austin,25
44106,Ryan R. C.,Johnson-Gray-Kelly,Energy,Politecnico di Milano,28
44107,Ashley E. Y.,Johnson-Gray-Howard,Computer Hardware,University of Toronto,32
44108,Mia P. L.,Johnson-Gray-Ramos,Media,Jagiellonian University,26
44109,Olivia P. F.,Johnson-Gray-Kim,Real Estate,University of Geneva,43
44110,Emily K. E.,Johnson-Gray-Cox,Software,Cornell University,35
44111,Abigail Z. L.,Johnson-Gray-Ward,Logistics & Transportation,"University of California, Berkeley",50
44112,Theo R. N.,Johnson-Gray-Richardson,Government Services,"University of California, San Diego",47
44113,Jennifer Y. T.,Johnson-Gray-Watson,Government Services,University of Michigan,53
44114,Sarah,Johnson-Gray-Brooks,Business Products & Services,Complutense University of Madrid,28
44115,Jennifer,Johnson-Gray-Chavez,Manufacturing,University of Chicago,35
44116,Susan,Johnson-Gray-Wood,Retail,University of Manchester,41
44117,Jennifer I. Z.,Johnson-Gray-James,Software,Georgia Institute of Technology,31
44118,Emily,Johnson-Gray-Bennett,Construction,University of Helsinki,32
44119,Elena U. X.,Johnson-Gray-Mendoza,Retail,Aarhus University,40
44120,Thomas O. B.,Johnson-Gray-Ruiz,Retail,University of Copenhagen,37
44121,Anthony,Johnson-Gray-Hughes,IT Services,University of Porto,42
44122,Abigail Y. N.,Johnson-Gray-Price,Business Products & Services,Georgia Institute of Technology,43
44123,Ella R. M.,Johnson-Gray-Rossi,Financial Services,The University of Texas at Austin,52
44124,Joshua J. V.,Johnson-Gray-Russo,Security,EPFL (École Polytechnique Fédérale de Lausanne),30
44125,Elizabeth I. Q.,Johnson-Gray-Ferrari,Advertising & Marketing,Trinity College Dublin,35
44126,Joshua Z. Y.,Johnson-Gray-Bianchi,Security,Northwestern University,53
44127,Mary,Johnson-Gray-Romano,IT Management,University of Warsaw,31
44128,Amelia B. J.,Johnson-Gray-Esposito,Security,KU Leuven,33
44129,Andrew I. T.,Johnson-Gray-Greco,Government Services,University of Glasgow,54
44130,Robert,Johnson-Gray-Conti,Construction,University of Amsterdam,27
44131,David,Johnson-Gray-DeLuca,Manufacturing,Aarhus University,29
44132,Thomas A. S.,Johnson-Gray-Costa,Food & Beverage,Sorbonne University,54
44133,Ronald D. X.,Johnson-Gray-Silva,Food & Beverage,KU Leuven,44
44134,Kimberly,Johnson-Gray-Santos,Government Services,École Polytechnique,24
44135,Patricia Y. A.,Johnson-Gray-Ferreira,Energy,University of Warsaw,29
44136,Charlotte C. U.,Johnson-Gray-Pereira,Construction,Imperial College London,25
44137,Emma T. M.,Johnson-Gray-Oliveira,Logistics & Transportation,University of Porto,51
44138,Anthony V. A.,Johnson-Gray-Muller,Advertising & Marketing,KU Leuven,27
44139,Daniel S. E.,Johnson-Gray-Schmidt,Advertising & Marketing,Humboldt University of Berlin,45
44140,Ella K. O.,Johnson-Gray-Schneider,Security,Yale University,44
44141,Benjamin O. H.,Johnson-Gray-Fischer,Consumer Products & Services,Duke University,53
44142,Thomas,Johnson-Gray-Weber,Government Services,ETH Zurich,41
44143,Margaret,Johnson-Gray-Dubois,Government Services,University of Pennsylvania,30
44144,Daniel O. W.,Johnson-Gray-Moreau,Food & Beverage,Harvard University,39
44145,Lisa,Johnson-Gray-Lefevre,Health,Delft University of Technology,31
44146,Michelle,Johnson-Gray-Laurent,Software,Trinity College Dublin,38
44147,Zoe K. X.,Johnson-Gray-Leroy,Consumer Products & Services,Massachusetts Institute of Technology,46
44148,Ava N. E.,Johnson-Gray-Bernard,Computer Hardware,University of Vienna,45
44149,Joseph U. F.,Johnson-Gray-Petit,Software,RWTH Aachen University,52
44150,James,Johnson-Gray-Durand,Insurance,University of Warwick,27
44151,Mark M. W.,Johnson-Gray-Nowak,Media,Complutense University of Madrid,37
44152,Jennifer F. U.,Johnson-Gray-Kowalski,Advertising & Marketing,Aarhus University,44
44153,Mary,Johnson-Gray-Novak,Business Products & Services,"University of California, Los Angeles",44
44154,George C. Y.,Johnson-Gray-Horvat,Software,Georgia Institute of Technology,37
44155,Jennifer Q. B.,Johnson-Gray-Popescu,Government Services,"University of California, Los Angeles",46
44156,Oliver S. T.,Johnson-Gray-Ionescu,Government Services,University of Patras,33
44157,Noemi O. K.,Johnson-Gray-Papadopoulos,Real Estate,University of Glasgow,47
44158,Sandra E. E.,Johnson-Gray-Georgiou,Health,Stockholm University,30
44159,Camila I. T.,Johnson-Gray-Nikolaou,Advertising & Marketing,University College Dublin,29
44160,Ethan Q. K.,Johnson-Gray-Kostas,Construction,Uppsala University,54
44161,Camila J. L.,Johnson-Gray-Andriou,Software,Humboldt University of Berlin,54
44162,Patricia,Johnson-Gray-Vasileiou,Software,Sorbonne University,41
44163,Lucas S. N.,Johnson-Mendoza-Smith,Health,University of Porto,38
44164,Leon V. H.,Johnson-Mendoza-Williams,Logistics & Transportation,University of Pennsylvania,34
44165,George U. R.,Johnson-Mendoza-Brown,Business Products & Services,University of Oslo,31
44166,Emily I. L.,Johnson-Mendoza-Jones,Software,Politecnico di Milano,54
44167,James,Johnson-Mendoza-Garcia,Manufacturing,Columbia University,37
44168,Isabella K. J.,Johnson-Mendoza-Miller,Software,Jagiellonian University,53
44169,Irene V. R.,Johnson-Mendoza-Davis,Government Services,Trinity College Dublin,25
44170,Luca R. R.,Johnson-Mendoza-Rodriguez,Consumer Products & Services,"University of California, Berkeley",34
44171,Sandra L. L.,Johnson-Mendoza-Martinez,Health,Stockholm University,26
44172,Hugo B. M.,Johnson-Mendoza-Hernandez,Security,University of Warwick,31
44173,Elizabeth,Johnson-Mendoza-Lopez,Construction,Delft University of Technology,54
44174,Robert G. I.,Johnson-Mendoza-Gonzalez,Advertising & Marketing,KU Leuven,52
44175,Linda Y. N.,Johnson-Mendoza-Wilson,Software,Jagiellonian University,33
44176,Mason H. Q.,Johnson-Mendoza-Anderson,Telecommunications,University of Edinburgh,54
44177,Donna X. E.,Johnson-Mendoza-Thomas,Financial Services,Stanford University,45
44178,Sophia G. N.,Johnson-Mendoza-Taylor,Business Products & Services,University of Edinburgh,41
44179,Katerina S. K.,Johnson-Mendoza-Moore,Software,KTH Royal Institute of Technology,41
44180,Mason F. K.,Johnson-Mendoza-Jackson,Business Products & Services,Duke University,30
44181,Lisa,Johnson-Mendoza-Martin,Financial Services,Politecnico di Milano,47
44182,Jacob Z. Z.,Johnson-Mendoza-Lee,Software,"University of California, San Diego",43
44183,Chloe A. M.,Johnson-Mendoza-Perez,Business Products & Services,University of Chicago,44
44184,Christopher U. K.,Johnson-Mendoza-Thompson,Business Products & Services,University of Lisbon,31
44185,John G. K.,Johnson-Mendoza-White,Insurance,Princeton University,33
44186,Charles V. S.,Johnson-Mendoza-Harris,IT Management,Heidelberg University,30
44187,Ava K. H.,Johnson-Mendoza-Sanchez,IT System Development,Politecnico di Milano,47
44188,Hugo F. G.,Johnson-Mendoza-Clark,Business Products & Services,University of Vienna,50
44189,Abigail F. P.,Johnson-Mendoza-Ramirez,Financial Services,University of Bologna,35
44190,James G. D.,Johnson-Mendoza-Lewis,Construction,University of Zurich,49
44191,Timothy F. D.,Johnson-Mendoza-Robinson,Health,UCL (University College London),43
44192,Eleni C. G.,Johnson-Mendoza-Walker,Financial Services,University of Edinburgh,26
44193,Donna E. T.,Johnson-Mendoza-Young,Construction,RWTH Aachen University,35
44194,Susan M. F.,Johnson-Mendoza-Allen,Health,University of Edinburgh,32
44195,Paul,Johnson-Mendoza-King,Energy,University of Cambridge,29
44196,John,Johnson-Mendoza-Wright,Advertising & Marketing,Georgia Institute of Technology,45
44197,Nancy Q. S.,Johnson-Mendoza-Scott,Engineering,Uppsala University,53
44198,Elizabeth S. K.,Johnson-Mendoza-Torres,Government Services,University of Amsterdam,37
44199,Henry G. E.,Johnson-Mendoza-Nguyen,IT Management,ETH Zurich,48
44200,Joshua,Johnson-Mendoza-Hill,Financial Services,Harvard University,52
44201,Mary,Johnson-Mendoza-Flores,Retail,Eindhoven University of Technology,46
44202,David Z. W.,Johnson-Mendoza-Green,Logistics & Transportation,Heidelberg University,53
44203,Karen H. Q.,Johnson-Mendoza-Adams,Advertising & Marketing,University of Lisbon,52
44204,William R. F.,Johnson-Mendoza-Nelson,Business Products & Services,Georgia Institute of Technology,49
44205,Barbara,Johnson-Mendoza-Baker,Consumer Products & Services,"University of California, San Diego",34
44206,Jeffrey H. W.,Johnson-Mendoza-Hall,Manufacturing,Leiden University,28
44207,Andrew,Johnson-Mendoza-Rivera,Advertising & Marketing,Yale University,53
44208,Matthew,Johnson-Mendoza-Campbell,Consumer Products & Services,Université Paris-Saclay,48
44209,Katerina Y. K.,Johnson-Mendoza-Mitchell,Manufacturing,University of Pennsylvania,44
44210,Ethan C. C.,Johnson-Mendoza-Carter,Business Products & Services,University of Chicago,39
44211,Theo X. M.,Johnson-Mendoza-Roberts,IT Management,University of Edinburgh,32
44212,Margaret,Johnson-Mendoza-Phillips,Software,McGill University,43
44213,Barbara N. I.,Johnson-Mendoza-Evans,Health,University of Cambridge,52
44214,Sarah,Johnson-Mendoza-Turner,Advertising & Marketing,Stockholm University,53
44215,Katerina S. Z.,Johnson-Mendoza-Diaz,Health,"University of California, San Diego",37
44216,Barbara,Johnson-Mendoza-Parker,Software,Eindhoven University of Technology,50
44217,Lily M. T.,Johnson-Mendoza-Cruz,Food & Beverage,University of Zurich,38
44218,Amelia R. P.,Johnson-Mendoza-Edwards,Business Products & Services,Carnegie Mellon University,51
44219,David,Johnson-Mendoza-Collins,Government Services,Harvard University,35
44220,Theo Q. I.,Johnson-Mendoza-Reyes,Construction,École Polytechnique,41
44221,Susan,Johnson-Mendoza-Stewart,Financial Services,Harvard University,35
44222,Giannis A. T.,Johnson-Mendoza-Morris,Construction,Autonomous University of Barcelona,54
44223,Noemi E. J.,Johnson-Mendoza-Morales,Human Resources,Sorbonne University,36
44224,Timothy P. X.,Johnson-Mendoza-Murphy,Advertising & Marketing,École Polytechnique,35
44225,Matthew,Johnson-Mendoza-Cook,Financial Services,Columbia University,29
44226,Elena Z. W.,Johnson-Mendoza-Rogers,Government Services,Carnegie Mellon University,41
44227,Charles,Johnson-Mendoza-Gutierrez,Advertising & Marketing,Aristotle University of Thessaloniki,35
44228,Robert,Johnson-Mendoza-Ortiz,Software,Ghent University,38
44229,Elizabeth T. K.,Johnson-Mendoza-Morgan,Government Services,McGill University,34
44230,Noah L. Y.,Johnson-Mendoza-Cooper,Financial Services,LMU Munich,50
44231,Mary T. C.,Johnson-Mendoza-Peterson,Environmental Services,Georgia Institute of Technology,51
44232,Amelia B. B.,Johnson-Mendoza-Bailey,IT System Development,University of Cambridge,37
44233,Maria Q. V.,Johnson-Mendoza-Reed,Construction,Heidelberg University,24
44234,Robert,Johnson-Mendoza-Kelly,Human Resources,Technical University of Munich,33
44235,Margaret,Johnson-Mendoza-Howard,Real Estate,Trinity College Dublin,30
44236,Steven G. J.,Johnson-Mendoza-Ramos,Construction,Johns Hopkins University,32
44237,Charles B. B.,Johnson-Mendoza-Kim,Software,University of Geneva,30
44238,Amelia Z. E.,Johnson-Mendoza-Cox,Financial Services,University of Zurich,47
44239,Christopher Y. F.,Johnson-Mendoza-Ward,Financial Services,"University of California, Los Angeles",26
44240,Daniel,Johnson-Mendoza-Richardson,Insurance,University of Patras,33
44241,Nancy Q. V.,Johnson-Mendoza-Watson,IT Management,University of Oslo,24
44242,Michelle Z. U.,Johnson-Mendoza-Brooks,Government Services,McGill University,40
44243,Benjamin F. H.,Johnson-Mendoza-Chavez,Education,"University of California, San Diego",24
44244,Jessica G. Q.,Johnson-Mendoza-Wood,Real Estate,Yale University,24
44245,Joseph,Johnson-Mendoza-James,Government Services,University of Lisbon,25
44246,Andrew,Johnson-Mendoza-Bennett,Financial Services,Stanford University,49
44247,Andrew,Johnson-Mendoza-Gray,Health,Imperial College London,27
44248,Thomas,Johnson-Mendoza-Ruiz,Advertising & Marketing,Massachusetts Institute of Technology,43
44249,Matthew,Johnson-Mendoza-Hughes,Software,Aarhus University,41
44250,Giulia I. J.,Johnson-Mendoza-Price,Logistics & Transportation,University of Lisbon,38
44251,Michael,Johnson-Mendoza-Rossi,Human Resources,Jagiellonian University,43
44252,Andrew H. W.,Johnson-Mendoza-Russo,Education,Humboldt University of Berlin,33
44253,Liam H. S.,Johnson-Mendoza-Ferrari,Business Products & Services,Aarhus University,35
44254,Elena G. T.,Johnson-Mendoza-Bianchi,Business Products & Services,Columbia University,51
44255,Elijah Q. C.,Johnson-Mendoza-Romano,Advertising & Marketing,National and Kapodistrian University of Athens,49
44256,William U. K.,Johnson-Mendoza-Esposito,Government Services,University of Copenhagen,47
44257,Jeffrey N. O.,Johnson-Mendoza-Greco,Manufacturing,Charles University,41
44258,Daniel,Johnson-Mendoza-Conti,Government Services,Trinity College Dublin,27
44259,Amelia J. L.,Johnson-Mendoza-DeLuca,Computer Hardware,University of Oslo,41
44260,Patricia H. D.,Johnson-Mendoza-Costa,Software,Johns Hopkins University,53
44261,Ashley,Johnson-Mendoza-Silva,Software,National and Kapodistrian University of Athens,51
44262,Thomas U. O.,Johnson-Mendoza-Santos,Manufacturing,Aristotle University of Thessaloniki,37
44263,Elizabeth,Johnson-Mendoza-Ferreira,Real Estate,Duke University,44
44264,Ashley,Johnson-Mendoza-Pereira,Education,University of Michigan,27
44265,Susan R. S.,Johnson-Mendoza-Oliveira,Retail,Delft University of Technology,52
44266,Lucas U. F.,Johnson-Mendoza-Muller,Insurance,University of Manchester,39
44267,Edward T. U.,Johnson-Mendoza-Schmidt,Education,Technical University of Munich,36
44268,Barbara,Johnson-Mendoza-Schneider,Real Estate,Ghent University,30
44269,Christopher C. M.,Johnson-Mendoza-Fischer,Manufacturing,LMU Munich,29
44270,Michael,Johnson-Mendoza-Weber,Financial Services,UCL (University College London),52
44271,Nancy K. W.,Johnson-Mendoza-Dubois,Construction,RWTH Aachen University,35
44272,Matthew Y. L.,Johnson-Mendoza-Moreau,Retail,McGill University,29
44273,Jacob S. J.,Johnson-Mendoza-Lefevre,Business Products & Services,University of Michigan,50
44274,Elijah M. K.,Johnson-Mendoza-Laurent,Construction,Charles University,45
44275,Zoe Q. L.,Johnson-Mendoza-Leroy,Software,Ghent University,30
44276,Christopher G. E.,Johnson-Mendoza-Bernard,Media,RWTH Aachen University,26
44277,Daniel,Johnson-Mendoza-Petit,Logistics & Transportation,EPFL (École Polytechnique Fédérale de Lausanne),36
44278,James P. B.,Johnson-Mendoza-Durand,IT Services,Sorbonne University,31
44279,Margaret,Johnson-Mendoza-Nowak,Advertising & Marketing,University of Copenhagen,35
44280,Karen I. A.,Johnson-Mendoza-Kowalski,Business Products & Services,Autonomous University of Barcelona,46
44281,Liam G. Y.,Johnson-Mendoza-Novak,Health,Technical University of Munich,39
44282,Donald U. S.,Johnson-Mendoza-Horvat,Business Products & Services,Northwestern University,45
44283,Mary Z. N.,Johnson-Mendoza-Popescu,Construction,National and Kapodistrian University of Athens,50
44284,William,Johnson-Mendoza-Ionescu,Media,Massachusetts Institute of Technology,37
44285,Marco F. V.,Johnson-Mendoza-Papadopoulos,Consumer Products & Services,Eindhoven University of Technology,47
44286,Brian W. R.,Johnson-Mendoza-Georgiou,Insurance,National and Kapodistrian University of Athens,54
44287,Giulia Y. R.,Johnson-Mendoza-Nikolaou,Food & Beverage,Massachusetts Institute of Technology,52
44288,Oskar T. W.,Johnson-Mendoza-Kostas,Logistics & Transportation,Duke University,48
44289,Matthew,Johnson-Mendoza-Andriou,Logistics & Transportation,Autonomous University of Barcelona,43
44290,Grace X. C.,Johnson-Mendoza-Vasileiou,Real Estate,"University of California, Berkeley",50
44291,Patricia,Johnson-Ruiz-Smith,Insurance,University of Lisbon,48
44292,Christopher V. L.,Johnson-Ruiz-Williams,Consumer Products & Services,McGill University,41
44293,George H. P.,Johnson-Ruiz-Brown,Manufacturing,Aarhus University,49
44294,Richard Z. J.,Johnson-Ruiz-Jones,Government Services,University of Zurich,40
44295,Margaret C. P.,Johnson-Ruiz-Garcia,IT System Development,University of Copenhagen,53
44296,Donald H. K.,Johnson-Ruiz-Miller,Insurance,University of Manchester,24
44297,Matthew,Johnson-Ruiz-Davis,Business Products & Services,University of Oslo,52
44298,Ashley,Johnson-Ruiz-Rodriguez,Software,University of Patras,36
44299,Barbara,Johnson-Ruiz-Martinez,Energy,University of Helsinki,54
44300,Lily M. F.,Johnson-Ruiz-Hernandez,Manufacturing,University of Cambridge,31
44301,Amelia P. Q.,Johnson-Ruiz-Lopez,Advertising & Marketing,The University of Texas at Austin,38
44302,Donald,Johnson-Ruiz-Gonzalez,Logistics & Transportation,University of Pennsylvania,45
44303,Susan,Johnson-Ruiz-Wilson,Advertising & Marketing,Trinity College Dublin,25
44304,Mark,Johnson-Ruiz-Anderson,Construction,Princeton University,43
44305,Richard T. C.,Johnson-Ruiz-Thomas,Advertising & Marketing,Aarhus University,51
44306,Karen,Johnson-Ruiz-Taylor,Software,UCL (University College London),40
44307,Betty W. H.,Johnson-Ruiz-Moore,Human Resources,École Polytechnique,44
44308,Charlotte A. G.,Johnson-Ruiz-Jackson,Advertising & Marketing,Duke University,26
44309,Robert I. P.,Johnson-Ruiz-Martin,Software,Yale University,26
44310,David,Johnson-Ruiz-Lee,Manufacturing,Massachusetts Institute of Technology,28
44311,Emma P. O.,Johnson-Ruiz-Perez,Logistics & Transportation,École Polytechnique,50
44312,Lea O. D.,Johnson-Ruiz-Thompson,Business Products & Services,National and Kapodistrian University of Athens,43
44313,Christopher,Johnson-Ruiz-White,Advertising & Marketing,University of Patras,28
44314,Richard Q. F.,Johnson-Ruiz-Harris,Business Products & Services,University of Glasgow,53
44315,Emma E. P.,Johnson-Ruiz-Sanchez,IT System Development,Stanford University,38
44316,Michelle O. V.,Johnson-Ruiz-Clark,Food & Beverage,RWTH Aachen University,53
44317,Michelle,Johnson-Ruiz-Ramirez,Government Services,Johns Hopkins University,46
44318,Elijah V. Y.,Johnson-Ruiz-Lewis,Retail,University of Cambridge,50
44319,Susan,Johnson-Ruiz-Robinson,Health,Princeton University,39
44320,Michael,Johnson-Ruiz-Walker,Human Resources,The University of Texas at Austin,42
44321,Robert P. U.,Johnson-Ruiz-Young,Construction,University of Chicago,32
44322,Eleni F. G.,Johnson-Ruiz-Allen,Real Estate,Johns Hopkins University,43
44323,Donna L. V.,Johnson-Ruiz-King,Advertising & Marketing,Johns Hopkins University,44
44324,Lisa R. X.,Johnson-Ruiz-Wright,Software,Complutense University of Madrid,24
44325,Kimberly,Johnson-Ruiz-Scott,Security,Princeton University,49
44326,Steven T. Q.,Johnson-Ruiz-Torres,Real Estate,Aristotle University of Thessaloniki,42
44327,Anna Q. K.,Johnson-Ruiz-Nguyen,Health,Jagiellonian University,32
44328,Liam F. R.,Johnson-Ruiz-Hill,Real Estate,KU Leuven,32
44329,Mason D. T.,Johnson-Ruiz-Flores,Government Services,Imperial College London,54
44330,Aria W. B.,Johnson-Ruiz-Green,Health,UCL (University College London),30
44331,Ethan N. S.,Johnson-Ruiz-Adams,Software,University of Cambridge,53
44332,Olivia O. C.,Johnson-Ruiz-Nelson,Logistics & Transportation,Columbia University,32
44333,Noah D. Z.,Johnson-Ruiz-Baker,Health,University of Geneva,46
44334,Steven,Johnson-Ruiz-Hall,Health,Stanford University,29
44335,Nikolai W. C.,Johnson-Ruiz-Rivera,Construction,University of Barcelona,42
44336,Lily U. M.,Johnson-Ruiz-Campbell,Software,University of Vienna,44
44337,Emily,Johnson-Ruiz-Mitchell,Food & Beverage,RWTH Aachen University,44
44338,Jeffrey U. X.,Johnson-Ruiz-Carter,Energy,Yale University,36
44339,Isabella Q. L.,Johnson-Ruiz-Roberts,Manufacturing,University of Porto,52
44340,Betty E. U.,Johnson-Ruiz-Phillips,Human Resources,Massachusetts Institute of Technology,32
44341,Theo V. H.,Johnson-Ruiz-Evans,Business Products & Services,University of Barcelona,44
44342,Daniel V. H.,Johnson-Ruiz-Turner,Construction,University of Glasgow,38
44343,Sarah,Johnson-Ruiz-Diaz,Retail,Imperial College London,32
44344,Nora Y. X.,Johnson-Ruiz-Parker,Advertising & Marketing,Charles University,29
44345,Susan,Johnson-Ruiz-Cruz,Health,"University of California, Berkeley",27
44346,Charles J. F.,Johnson-Ruiz-Edwards,Construction,Johns Hopkins University,42
44347,Thomas X. R.,Johnson-Ruiz-Collins,Health,Complutense University of Madrid,52
44348,Marco Z. H.,Johnson-Ruiz-Reyes,Advertising & Marketing,University College Dublin,41
44349,Grace Z. H.,Johnson-Ruiz-Stewart,Energy,University of Barcelona,30
44350,Liam L. W.,Johnson-Ruiz-Morris,Human Resources,EPFL (École Polytechnique Fédérale de Lausanne),42
44351,Karen N. A.,Johnson-Ruiz-Morales,Logistics & Transportation,Trinity College Dublin,49
44352,Lucas Z. H.,Johnson-Ruiz-Murphy,IT Management,ETH Zurich,36
44353,Betty,Johnson-Ruiz-Cook,Health,University of Lisbon,28
44354,Zoe I. Z.,Johnson-Ruiz-Rogers,Retail,University of Copenhagen,50
44355,Eleni H. N.,Johnson-Ruiz-Gutierrez,Government Services,Stockholm University,30
44356,Kimberly,Johnson-Ruiz-Ortiz,Education,University of Glasgow,44
44357,Steven,Johnson-Ruiz-Morgan,Retail,University College Dublin,39
44358,Mark,Johnson-Ruiz-Cooper,IT Management,University of Porto,26
44359,Sandra,Johnson-Ruiz-Peterson,Construction,ETH Zurich,48
44360,Andrew,Johnson-Ruiz-Bailey,Security,Autonomous University of Barcelona,46
44361,Chloe I. H.,Johnson-Ruiz-Reed,Real Estate,University of Chicago,50
44362,Elijah N. V.,Johnson-Ruiz-Kelly,Manufacturing,Harvard University,43
44363,Linda D. Z.,Johnson-Ruiz-Howard,Real Estate,University of Zurich,25
44364,Matthew,Johnson-Ruiz-Ramos,Telecommunications,University of Valencia,28
44365,Amelia G. I.,Johnson-Ruiz-Kim,Advertising & Marketing,The University of Texas at Austin,33
44366,Jennifer,Johnson-Ruiz-Cox,Business Products & Services,KTH Royal Institute of Technology,37
44367,Zoe S. F.,Johnson-Ruiz-Ward,Environmental Services,University of Bologna,39
44368,John,Johnson-Ruiz-Richardson,Software,Cornell University,27
44369,Daniel I. F.,Johnson-Ruiz-Watson,IT Management,Massachusetts Institute of Technology,48
44370,Nikolai S. J.,Johnson-Ruiz-Brooks,Health,Sapienza University of Rome,46
44371,Leon M. D.,Johnson-Ruiz-Chavez,Consumer Products & Services,LMU Munich,50
44372,Brian V. F.,Johnson-Ruiz-Wood,Manufacturing,Delft University of Technology,42
44373,Mark C. S.,Johnson-Ruiz-James,Financial Services,Carnegie Mellon University,28
44374,Karen,Johnson-Ruiz-Bennett,Construction,University of Bristol,47
44375,Robert,Johnson-Ruiz-Gray,Advertising & Marketing,Humboldt University of Berlin,54
44376,Noah B. H.,Johnson-Ruiz-Mendoza,Advertising & Marketing,Humboldt University of Berlin,33
44377,David F. W.,Johnson-Ruiz-Hughes,Construction,Jagiellonian University,30
44378,Steven R. J.,Johnson-Ruiz-Price,Human Resources,Complutense University of Madrid,25
44379,Luca A. Q.,Johnson-Ruiz-Rossi,Software,Johns Hopkins University,27
44380,Joshua,Johnson-Ruiz-Russo,Software,University of Zurich,25
44381,Robert,Johnson-Ruiz-Ferrari,Health,Carnegie Mellon University,47
44382,Robert,Johnson-Ruiz-Bianchi,IT Management,University of Bologna,40
44383,Lisa,Johnson-Ruiz-Romano,IT System Development,Uppsala University,31
44384,Elijah G. Y.,Johnson-Ruiz-Esposito,Human Resources,ETH Zurich,32
44385,Mia Z. I.,Johnson-Ruiz-Greco,Environmental Services,University of Barcelona,38
44386,Sarah I. I.,Johnson-Ruiz-Conti,Real Estate,University of Chicago,39
44387,Abigail P. F.,Johnson-Ruiz-DeLuca,Engineering,Delft University of Technology,40
44388,Jacob P. Q.,Johnson-Ruiz-Costa,Business Products & Services,ETH Zurich,47
44389,Sofia B. B.,Johnson-Ruiz-Silva,Real Estate,University of Glasgow,44
44390,Paul T. E.,Johnson-Ruiz-Santos,Consumer Products & Services,Jagiellonian University,36
44391,Joshua B. H.,Johnson-Ruiz-Ferreira,Construction,McGill University,26
44392,Sandra,Johnson-Ruiz-Pereira,Financial Services,École Polytechnique,29
44393,Eleni A. W.,Johnson-Ruiz-Oliveira,Consumer Products & Services,University of Patras,45
44394,Hannah Q. N.,Johnson-Ruiz-Muller,Insurance,Ghent University,31
44395,William,Johnson-Ruiz-Schmidt,Software,Imperial College London,48
44396,Nancy F. B.,Johnson-Ruiz-Schneider,Financial Services,Leiden University,26
